Short_name_row;Short_name_col;p_corrected;cor;abs_cor;cor_d
Civilian labor force;SMOC/income w/morg.;0;0.944388353424615;0.944388353424615;p
Total employed;SMOC/income w/morg.;0;0.948984474064483;0.948984474064483;p
SMOC w/mortgage $500-1k;SMOC/income w/morg.;0;-0.520566733213916;0.520566733213916;n
Grands care for grandkids <18;SMOC/income w/morg.;0;0.648831076926993;0.648831076926993;p
Non-Hispanic White;SMOC/income w/morg.;0;-0.511514905838991;0.511514905838991;n
Employed pop age >16;SMOC/income w/morg.;0;0.948984474064483;0.948984474064483;p
Native, US born;SMOC/income w/morg.;0;-0.610544288045647;0.610544288045647;n
All computers/internet;SMOC/income w/morg.;0;0.931411677296504;0.931411677296504;p
Employed people;SMOC/income w/morg.;0;0.942497057493121;0.942497057493121;p
Families;SMOC/income w/morg.;0;0.963281626558074;0.963281626558074;p
Total labor force age 19-64;SMOC/income w/morg.;0;0.937855744188722;0.937855744188722;p
SMOC/income w/morg. >35%;SMOC/income w/morg. <20%;0;-0.640271304397244;0.640271304397244;n
All (hispanic/latino test);SMOC/income w/o morg.;0;0.902387983911325;0.902387983911325;p
Heat fuel - occupied;SMOC/income w/o morg.;0;0.905960426394222;0.905960426394222;p
Foreign Born, place of birth;SMOC/income w/o morg.;0;0.571911344617845;0.571911344617845;p
Non family(NF);SMOC/income w/o morg.;0;0.750299234959416;0.750299234959416;p
Age >1;SMOC/income w/o morg.;0;0.902850588501716;0.902850588501716;p
Grandparent w/ grandchild <18;SMOC/income w/o morg.;0;0.717510867391714;0.717510867391714;p
All bedrooms;SMOC/income w/o morg.;0;0.897515131984101;0.897515131984101;p
Limited English speaking;SMOC/income w/o morg.;0;0.513951629498776;0.513951629498776;p
Female >15y;SMOC/income w/o morg.;0;0.908268548288686;0.908268548288686;p
Civilian labor force;SMOC/income w/o morg.;0;0.880015486201069;0.880015486201069;p
Male >15y;SMOC/income w/o morg.;0;0.898132831761436;0.898132831761436;p
Female, age15-50, w child<1y;SMOC/income w/o morg.;0;0.82311234164299;0.82311234164299;p
All income;SMOC/income w/o morg.;0;0.905960426394222;0.905960426394222;p
Value of homes;SMOC/income w/o morg.;0;0.964021101236934;0.964021101236934;p
All mortgage status;SMOC/income w/o morg.;0;0.964021101236934;0.964021101236934;p
Total population;SMOC/income w/o morg.;0;0.902387983911325;0.902387983911325;p
In school, age >3;SMOC/income w/o morg.;0;0.851286612946484;0.851286612946484;p
Rent/income;SMOC/income w/o morg.;0;0.674795940222746;0.674795940222746;p
All Households;SMOC/income w/o morg.;0;0.905960426394222;0.905960426394222;p
Native, US born;SMOC/income w/o morg.;0;-0.575315756004356;0.575315756004356;n
Ancestry All;SMOC/income w/o morg.;0;0.902387983911325;0.902387983911325;p
Occupants/room;SMOC/income w/o morg.;0;0.905960426394222;0.905960426394222;p
C age 6-17;SMOC/income w/o morg.;0;0.862926791227339;0.862926791227339;p
Total employed;SMOC/income w/o morg.;0;0.878376822882006;0.878376822882006;p
Civilian age <19;SMOC/income w/o morg.;0;0.865596293756887;0.865596293756887;p
Age <18;SMOC/income w/o morg.;0;0.865317101004537;0.865317101004537;p
Age >16;SMOC/income w/o morg.;0;0.904508921578016;0.904508921578016;p
Families;SMOC/income w/o morg.;0;0.934476817411528;0.934476817411528;p
All computers/internet;SMOC/income w/o morg.;0;0.905960426394222;0.905960426394222;p
Grands care for grandkids <18;SMOC/income w/o morg.;0;0.673661417061668;0.673661417061668;p
Workers, age >16;SMOC/income w/o morg.;0;0.877293218246585;0.877293218246585;p
Citizen, age >18;SMOC/income w/o morg.;0;0.917757159810671;0.917757159810671;p
Age 18 - 64;SMOC/income w/o morg.;0;0.874129058358895;0.874129058358895;p
Unemployed;SMOC/income w/o morg.;0;0.708339202836348;0.708339202836348;p
Employed people;SMOC/income w/o morg.;0;0.867980993132733;0.867980993132733;p
SMOC w/o mortgage;SMOC/income w/o morg.;0;0.99991968406146;0.99991968406146;p
All rooms;SMOC/income w/o morg.;0;0.897515131984101;0.897515131984101;p
Age >5;SMOC/income w/o morg.;0;0.904332519246323;0.904332519246323;p
Children, age <6;SMOC/income w/o morg.;0;0.856245940789831;0.856245940789831;p
Employed pop age >16;SMOC/income w/o morg.;0;0.878376822882006;0.878376822882006;p
Civilian population;SMOC/income w/o morg.;0;0.901530968829621;0.901530968829621;p
Occupied tenure;SMOC/income w/o morg.;0;0.905960426394222;0.905960426394222;p
Gross rent;SMOC/income w/o morg.;0;0.670074364099448;0.670074364099448;p
Civilian age 19-64;SMOC/income w/o morg.;0;0.874685585599631;0.874685585599631;p
Age >=25;SMOC/income w/o morg.;0;0.91386174902295;0.91386174902295;p
Pop in households;SMOC/income w/o morg.;0;0.902663209188342;0.902663209188342;p
All Housing;SMOC/income w/o morg.;0;0.897515131984101;0.897515131984101;p
Civilian, all;SMOC/income w/o morg.;0;0.901530968829621;0.901530968829621;p
All Race(alone or combo);SMOC/income w/o morg.;0;0.902387983911325;0.902387983911325;p
Occupied houses;SMOC/income w/o morg.;0;0.905960426394222;0.905960426394222;p
Cost/mo w/ mortgage;SMOC/income w/o morg.;0;0.919020198067036;0.919020198067036;p
Age >5, English only;SMOC/income w/o morg.;0;-0.569038270966248;0.569038270966248;n
Non-English speaker;SMOC/income w/o morg.;0;0.569038270966246;0.569038270966246;p
All race;SMOC/income w/o morg.;0;0.902387983911325;0.902387983911325;p
F age>16;SMOC/income w/o morg.;0;0.908035724813934;0.908035724813934;p
Total labor force age 19-64;SMOC/income w/o morg.;0;0.869631880470372;0.869631880470372;p
Age >65;SMOC/income w/o morg.;0;0.972613203771052;0.972613203771052;p
Not labor force;SMOC/income w/o morg.;0;0.841550401138498;0.841550401138498;p
Native;SMOC/income w/o morg.;0;-0.571911344617822;0.571911344617822;n
Workers, age >16;Gross rent;0;0.861923158094983;0.861923158094983;p
Grandparent w/ grandchild <18;Gross rent;0;0.687357291189558;0.687357291189558;p
Age >16;Gross rent;0;0.87347626025141;0.87347626025141;p
Grands care for grandkids <18;Gross rent;0;0.662588026176906;0.662588026176906;p
Age 18 - 64;Gross rent;0;0.887900480522735;0.887900480522735;p
Age <18;Gross rent;0;0.773475220350795;0.773475220350795;p
Citizen, age >18;Gross rent;0;0.862753715433228;0.862753715433228;p
F age>16;Gross rent;0;0.87377464334368;0.87377464334368;p
C age 6-17;Gross rent;0;0.731169546391782;0.731169546391782;p
Take public transportation to work;Gross rent;0;0.698616314612676;0.698616314612676;p
Age >65;Gross rent;0;0.75056316082407;0.75056316082407;p
Rent/income;Gross rent;0;0.999463859639514;0.999463859639514;p
Ancestry All;Gross rent;0;0.860037100360941;0.860037100360941;p
Female, age15-50, w child<1y;Gross rent;0;0.838942569256523;0.838942569256523;p
Age >=25;Gross rent;0;0.864682269149992;0.864682269149992;p
All computers/internet;Gross rent;0;0.899983789786874;0.899983789786874;p
Drive alone;Gross rent;0;-0.51316959697152;0.51316959697152;n
All bedrooms;Gross rent;0;0.914322628623789;0.914322628623789;p
Children, age <6;Gross rent;0;0.828804165938594;0.828804165938594;p
Civilian, all;Gross rent;0;0.85859348148206;0.85859348148206;p
Civilian labor force;Gross rent;0;0.872030814952311;0.872030814952311;p
Rent $1-1.5k;Rent $500-1k;0;-0.573684410213585;0.573684410213585;n
Rent $1.5-2k;Rent $500-1k;0;-0.564843526602773;0.564843526602773;n
Grad/professional degree;Rent $1.5-2k;0;0.536903554882694;0.536903554882694;p
Bachelors degree;Rent $1.5-2k;0;0.560154000214732;0.560154000214732;p
Bachelors degree+;Rent $1.5-2k;0;0.58438501793963;0.58438501793963;p
High school grad;Rent $1.5-2k;0;-0.523261261143979;0.523261261143979;n
Bachelors degree;Rent $2-2.5k;0;0.52929649087679;0.52929649087679;p
Bachelors degree+;Rent $2-2.5k;0;0.583339709010635;0.583339709010635;p
Rent $1.5-2k;Rent $2-2.5k;0;0.553986187989944;0.553986187989944;p
Grad/professional degree;Rent $2-2.5k;0;0.567960632790908;0.567960632790908;p
Grands care for grandkids <18;Rent/income;0;0.662558866646876;0.662558866646876;p
Civilian labor force;Rent/income;0;0.877096873040585;0.877096873040585;p
Age >=25;Rent/income;0;0.869637449693979;0.869637449693979;p
Children, age <6;Rent/income;0;0.833395100053341;0.833395100053341;p
Citizen, age >18;Rent/income;0;0.865420846252559;0.865420846252559;p
Age <18;Rent/income;0;0.77743550528388;0.77743550528388;p
Age 18 - 64;Rent/income;0;0.89100252785426;0.89100252785426;p
F age>16;Rent/income;0;0.876447088210395;0.876447088210395;p
Take public transportation to work;Rent/income;0;0.696459192106712;0.696459192106712;p
All bedrooms;Rent/income;0;0.916812069980432;0.916812069980432;p
Age >16;Rent/income;0;0.876702814801457;0.876702814801457;p
Drive alone;Rent/income;0;-0.5100159159396;0.5100159159396;n
C age 6-17;Rent/income;0;0.735169407156995;0.735169407156995;p
Ancestry All;Rent/income;0;0.863465144393573;0.863465144393573;p
All computers/internet;Rent/income;0;0.903415578399612;0.903415578399612;p
Female, age15-50, w child<1y;Rent/income;0;0.842882733075427;0.842882733075427;p
Civilian, all;Rent/income;0;0.861980777956855;0.861980777956855;p
Age >65;Rent/income;0;0.75381325363361;0.75381325363361;p
Grandparent w/ grandchild <18;Rent/income;0;0.68940025006333;0.68940025006333;p
Workers, age >16;Rent/income;0;0.867654654177374;0.867654654177374;p
All Race(alone or combo);Sex/age all;0;1;1;p
Occupied tenure;Sex/age all;0;0.98210723588378;0.98210723588378;p
All Households;Sex/age all;0;0.98210723588378;0.98210723588378;p
Age >1;Sex/age all;0;0.999992206481568;0.999992206481568;p
Heat fuel - occupied;Sex/age all;0;0.98210723588378;0.98210723588378;p
Occupants/room;Sex/age all;0;0.98210723588378;0.98210723588378;p
Age <18;Sex/age all;0;0.971923970599218;0.971923970599218;p
Civilian age 19-64;Sex/age all;0;0.994247824101227;0.994247824101227;p
Take public transportation to work;Sex/age all;0;0.564109000515326;0.564109000515326;p
Families;Sex/age all;0;0.987401290331654;0.987401290331654;p
All Housing;Sex/age all;0;0.978345206028385;0.978345206028385;p
C age 6-17;Sex/age all;0;0.95891793000191;0.95891793000191;p
Ancestry All;Sex/age all;0;1;1;p
Workers, age >16;Sex/age all;0;0.983366020533119;0.983366020533119;p
Age >16;Sex/age all;0;0.998136237510133;0.998136237510133;p
Foreign Born, place of birth;Sex/age all;0;0.642036156237256;0.642036156237256;p
Female >15y;Sex/age all;0;0.997033507977334;0.997033507977334;p
Not labor force;Sex/age all;0;0.958574908140655;0.958574908140655;p
Grandparent w/ grandchild <18;Sex/age all;0;0.858443222644198;0.858443222644198;p
SMOC/income w/o morg.;Sex/age all;0;0.902387983911325;0.902387983911325;p
Native;Sex/age all;0;-0.642036156237239;0.642036156237239;n
Non family(NF);Sex/age all;0;0.850703718202081;0.850703718202081;p
Limited English speaking;Sex/age all;0;0.618710009175485;0.618710009175485;p
All race;Sex/age all;0;1;1;p
All computers/internet;Sex/age all;0;0.98210723588378;0.98210723588378;p
Civilian labor force;Sex/age all;0;0.990002620667168;0.990002620667168;p
Age >=25;Sex/age all;0;0.994447761139154;0.994447761139154;p
Civilian population;Sex/age all;0;0.999513399343292;0.999513399343292;p
SMOC/income w/morg.;Sex/age all;0;0.935912607419976;0.935912607419976;p
Grands care for grandkids <18;Sex/age all;0;0.780644542927651;0.780644542927651;p
Mexican;Sex/age all;0;0.546646609500042;0.546646609500042;p
Rent/income;Sex/age all;0;0.863465144393573;0.863465144393573;p
White, race;Sex/age all;0;-0.546655014949341;0.546655014949341;n
Children, age <6;Sex/age all;0;0.977590540020432;0.977590540020432;p
White;Sex/age all;0;-0.542562829048125;0.542562829048125;n
All mortgage status;Sex/age all;0;0.942388431789229;0.942388431789229;p
All rooms;Sex/age all;0;0.978345206028385;0.978345206028385;p
Citizen, age >18;Sex/age all;0;0.986285537163955;0.986285537163955;p
Speak Spanish;Sex/age all;0;0.59270613034438;0.59270613034438;p
Only speak Spanish;Sex/age all;0;0.532243469419532;0.532243469419532;p
Some other race;Sex/age all;0;0.519269812560746;0.519269812560746;p
All income;Sex/age all;0;0.98210723588378;0.98210723588378;p
Gross rent;Sex/age all;0;0.860037100360941;0.860037100360941;p
Native, US born;Sex/age all;0;-0.649554600894305;0.649554600894305;n
Male >15y;Sex/age all;0;0.996432003135786;0.996432003135786;p
Total labor force age 19-64;Sex/age all;0;0.987982793876179;0.987982793876179;p
Age >65;Sex/age all;0;0.934376565070439;0.934376565070439;p
F age>16;Sex/age all;0;0.996717018352523;0.996717018352523;p
Civilian age <19;Sex/age all;0;0.974449575515129;0.974449575515129;p
Age >5, English only;Sex/age all;0;-0.665345098734445;0.665345098734445;n
All (hispanic/latino test);Sex/age all;0;1;1;p
Value of homes;Sex/age all;0;0.942388431789229;0.942388431789229;p
Cost/mo w/ mortgage;Sex/age all;0;0.936437721660153;0.936437721660153;p
Occupied houses;Sex/age all;0;0.98210723588378;0.98210723588378;p
Unemployed;Sex/age all;0;0.849489035459276;0.849489035459276;p
Not Hispanic/Latino;Sex/age all;0;-0.584222530048199;0.584222530048199;n
Hispanic/Latino;Sex/age all;0;0.58422253004826;0.58422253004826;p
Age >5;Sex/age all;0;0.999886542712623;0.999886542712623;p
SMOC w/o mortgage;Sex/age all;0;0.902508463124384;0.902508463124384;p
Total population;Sex/age all;0;1;1;p
Non-Hispanic White;Sex/age all;0;-0.631003545778734;0.631003545778734;n
Civilian, all;Sex/age all;0;0.999513399343292;0.999513399343292;p
Female, age15-50, w child<1y;Sex/age all;0;0.952626237418881;0.952626237418881;p
In school, age >3;Sex/age all;0;0.973964665291827;0.973964665291827;p
All bedrooms;Sex/age all;0;0.978345206028385;0.978345206028385;p
Employed pop age >16;Sex/age all;0;0.983991301233822;0.983991301233822;p
Employed people;Sex/age all;0;0.982190680191065;0.982190680191065;p
Total employed;Sex/age all;0;0.983991301233822;0.983991301233822;p
Pop in households;Sex/age all;0;0.999024092778018;0.999024092778018;p
One race, other;Sex/age all;0;0.513149528895439;0.513149528895439;p
Age 18 - 64;Sex/age all;0;0.994242622802073;0.994242622802073;p
Non-English speaker;Sex/age all;0;0.665345098734443;0.665345098734443;p
Citizen, age >18, Female;Male;0;-0.881086224650767;0.881086224650767;n
Citizen, age >18, Male;Male;0;0.881069070238708;0.881069070238708;p
Age >18, Male;Male;0;0.88755874470567;0.88755874470567;p
Female;Male;0;-0.999999715769956;0.999999715769956;n
Age >18, Female;Male;0;-0.887576264586449;0.887576264586449;n
Age >18, Female;Female;0;0.887578067075572;0.887578067075572;p
Citizen, age >18, Female;Female;0;0.881088645891692;0.881088645891692;p
Citizen, age >18, Male;Female;0;-0.88107122764172;0.88107122764172;n
Age >18, Male;Female;0;-0.887560284953649;0.887560284953649;n
Age <18, total;Age <5;0;0.528033205110139;0.528033205110139;p
Age >18;Age <5;0;-0.52803320510991;0.52803320510991;n
Age >16, total;Age <5;0;-0.601713087311828;0.601713087311828;n
Age >16, total;Age 5-9;0;-0.74405340573157;0.74405340573157;n
Age >21;Age 5-9;0;-0.580939416054932;0.580939416054932;n
At least 1 person <18;Age 5-9;0;0.52448669113933;0.52448669113933;p
Child;Age 5-9;0;0.514221240051629;0.514221240051629;p
Age >18;Age 5-9;0;-0.67965258689855;0.67965258689855;n
Family, Children <18;Age 10-14;0;0.57062782389652;0.57062782389652;p
Child;Age 10-14;0;0.55450151956882;0.55450151956882;p
At least 1 person <18;Age 10-14;0;0.58285596828133;0.58285596828133;p
In elementary, age >3;Age 10-14;0;0.556754393516574;0.556754393516574;p
Male, unmarried;Age 20-24;0;0.511640881096594;0.511640881096594;p
Female, never married;Age 20-24;0;0.531023491628919;0.531023491628919;p
Age >62;Age 65-74;0;0.771783968780539;0.771783968780539;p
With Social Security benefits;Age 65-74;0;0.597848351853602;0.597848351853602;p
Living with people >65;Age 65-74;0;0.72168978412594;0.72168978412594;p
Age >65, total;Age 75-84;0;0.629008157093796;0.629008157093796;p
Living with people >65;Age 75-84;0;0.552358726948117;0.552358726948117;p
Age >62;Age 75-84;0;0.561752673993898;0.561752673993898;p
Kitchen not done;Age >85;0;0.574758696919164;0.574758696919164;p
Female , widowed;Age >85;0;0.530854985813919;0.530854985813919;p
Married Parents, Children <18;Age <18, total;0;0.610639193503079;0.610639193503079;p
Child;Age <18, total;0;0.795504153771536;0.795504153771536;p
At least 1 person <18;Age <18, total;0;0.847898811305957;0.847898811305957;p
Age >18;Age <18, total;0;-0.999999999999442;0.999999999999442;n
Age 5-9;Age <18, total;0;0.679652586898734;0.679652586898734;p
Age >62;Age <18, total;0;-0.507601330564161;0.507601330564161;n
Family, Children <18;Age <18, total;0;0.823156823057364;0.823156823057364;p
Householder;Age <18, total;0;-0.680416634616862;0.680416634616862;n
Age 10-14;Age <18, total;0;0.684790486902128;0.684790486902128;p
Age >16, total;Age <18, total;0;-0.955259554116394;0.955259554116394;n
Age >21;Age <18, total;0;-0.873630241417796;0.873630241417796;n
Householder;Age >16, total;0;0.648709347660333;0.648709347660333;p
At least 1 person <18;Age >16, total;0;-0.794991630000149;0.794991630000149;n
Family, Children <18;Age >16, total;0;-0.773699354374496;0.773699354374496;n
Age 10-14;Age >16, total;0;-0.652967060925063;0.652967060925063;n
Child;Age >16, total;0;-0.7491213975352;0.7491213975352;n
In elementary, age >3;Age >16, total;0;-0.530986643752962;0.530986643752962;n
Married Parents, Children <18;Age >16, total;0;-0.58794668187072;0.58794668187072;n
Age 10-14;Age >18;0;-0.684790486901859;0.684790486901859;n
Child;Age >18;0;-0.795504153771058;0.795504153771058;n
At least 1 person <18;Age >18;0;-0.847898811305539;0.847898811305539;n
Householder;Age >18;0;0.680416634617014;0.680416634617014;p
Married Parents, Children <18;Age >18;0;-0.610639193502801;0.610639193502801;n
Age >16, total;Age >18;0;0.955259554116449;0.955259554116449;p
Family, Children <18;Age >18;0;-0.823156823057086;0.823156823057086;n
Age >16, total;Age >21;0;0.827241538373206;0.827241538373206;p
Married Parents, Children <18;Age >21;0;-0.576266609115768;0.576266609115768;n
Child;Age >21;0;-0.769303897673711;0.769303897673711;n
Householder;Age >21;0;0.689973148782995;0.689973148782995;p
Age 10-14;Age >21;0;-0.609671427647429;0.609671427647429;n
Age >18;Age >21;0;0.873630241417671;0.873630241417671;p
Age 15-19;Age >21;0;-0.569150604059364;0.569150604059364;n
At least 1 person <18;Age >21;0;-0.795155388004124;0.795155388004124;n
Family, Children <18;Age >21;0;-0.770733709200621;0.770733709200621;n
With retirement income;Age >62;0;0.521501084907605;0.521501084907605;p
Householder;Age >62;0;0.545378811807809;0.545378811807809;p
With Social Security benefits;Age >62;0;0.778645233927244;0.778645233927244;p
Age >18;Age >62;0;0.507601330564054;0.507601330564054;p
Child;Age >62;0;-0.518106896085731;0.518106896085731;n
Living with people >65;Age >62;0;0.830584141305178;0.830584141305178;p
Age >16, not in labor;Age >62;0;0.519028772500526;0.519028772500526;p
All w/ earnings;Age >62;0;-0.513061230068427;0.513061230068427;n
At least 1 person <18;Age >62;0;-0.579775041202269;0.579775041202269;n
Family, Children <18;Age >62;0;-0.556830670999581;0.556830670999581;n
Age >16, working;Age >62;0;-0.519028772500588;0.519028772500588;n
Age >21;Age >62;0;0.591980897259569;0.591980897259569;p
Age >16, civilian labor force;Age >65, total;0;-0.538518902755321;0.538518902755321;n
Age >16, working;Age >65, total;0;-0.558180074754834;0.558180074754834;n
Age >21;Age >65, total;0;0.559891202342796;0.559891202342796;p
Age >16, not in labor;Age >65, total;0;0.558180074754758;0.558180074754758;p
F age>16, employed;Age >65, total;0;-0.541084842568092;0.541084842568092;n
With Social Security benefits;Age >65, total;0;0.749022160173777;0.749022160173777;p
F age >16, civilian labor force;Age >65, total;0;-0.532777202985244;0.532777202985244;n
Age >62;Age >65, total;0;0.923333759575904;0.923333759575904;p
Family, Children <18;Age >65, total;0;-0.516327282222876;0.516327282222876;n
At least 1 person <18;Age >65, total;0;-0.542076257571626;0.542076257571626;n
Age 65-74;Age >65, total;0;0.81755831525206;0.81755831525206;p
All w/ earnings;Age >65, total;0;-0.553432366578164;0.553432366578164;n
With retirement income;Age >65, total;0;0.532733213626543;0.532733213626543;p
Living with people >65;Age >65, total;0;0.89737805563825;0.89737805563825;p
Age >16;Age >18, total;0;0.999898614221583;0.999898614221583;p
Unemployed;Age >18, total;0;0.837679090083872;0.837679090083872;p
Not labor force;Age >18, total;0;0.955744470999187;0.955744470999187;p
All (hispanic/latino test);Age >18, total;0;0.997326950603138;0.997326950603138;p
Families;Age >18, total;0;0.980546462517569;0.980546462517569;p
Occupants/room;Age >18, total;0;0.990350649453148;0.990350649453148;p
Age >65;Age >18, total;0;0.93661200009141;0.93661200009141;p
Female, age15-50, w child<1y;Age >18, total;0;0.944951372973937;0.944951372973937;p
Non-Hispanic White;Age >18, total;0;-0.620186862888433;0.620186862888433;n
Grands care for grandkids <18;Age >18, total;0;0.757739756593473;0.757739756593473;p
All mortgage status;Age >18, total;0;0.942678720483443;0.942678720483443;p
Hispanic/Latino;Age >18, total;0;0.5623948761306;0.5623948761306;p
Sex/age all;Age >18, total;0;0.997326950603138;0.997326950603138;p
Age >=25;Age >18, total;0;0.996259487606312;0.996259487606312;p
All Race(alone or combo);Age >18, total;0;0.997326950603138;0.997326950603138;p
Age >1;Age >18, total;0;0.997369204457133;0.997369204457133;p
Rent/income;Age >18, total;0;0.880312653173466;0.880312653173466;p
All Housing;Age >18, total;0;0.986847819943377;0.986847819943377;p
Limited English speaking;Age >18, total;0;0.607702560617795;0.607702560617795;p
In school, age >3;Age >18, total;0;0.966200342340352;0.966200342340352;p
Non family(NF);Age >18, total;0;0.879915349208562;0.879915349208562;p
Age >5;Age >18, total;0;0.997934844635788;0.997934844635788;p
Total employed;Age >18, total;0;0.988402362493769;0.988402362493769;p
Take public transportation to work;Age >18, total;0;0.580951135193308;0.580951135193308;p
Civilian population;Age >18, total;0;0.996359693707033;0.996359693707033;p
Occupied tenure;Age >18, total;0;0.990350649453148;0.990350649453148;p
SMOC/income w/morg.;Age >18, total;0;0.935668551095381;0.935668551095381;p
SMOC/income w/o morg.;Age >18, total;0;0.903638323881155;0.903638323881155;p
Ancestry All;Age >18, total;0;0.997326950603138;0.997326950603138;p
Total population;Age >18, total;0;0.997326950603138;0.997326950603138;p
Employed pop age >16;Age >18, total;0;0.988402362493769;0.988402362493769;p
Grandparent w/ grandchild <18;Age >18, total;0;0.83262450871272;0.83262450871272;p
All rooms;Age >18, total;0;0.986847819943377;0.986847819943377;p
All computers/internet;Age >18, total;0;0.990350649453148;0.990350649453148;p
Female >15y;Age >18, total;0;0.997975915802647;0.997975915802647;p
Male >15y;Age >18, total;0;0.998162313332729;0.998162313332729;p
Age 18 - 64;Age >18, total;0;0.996305685387935;0.996305685387935;p
Children, age <6;Age >18, total;0;0.963986451345934;0.963986451345934;p
Civilian labor force;Age >18, total;0;0.993081256862072;0.993081256862072;p
Only speak Spanish;Age >18, total;0;0.508868969731636;0.508868969731636;p
C age 6-17;Age >18, total;0;0.936529394086419;0.936529394086419;p
Native;Age >18, total;0;-0.639964274799808;0.639964274799808;n
All bedrooms;Age >18, total;0;0.986847819943377;0.986847819943377;p
SMOC w/o mortgage;Age >18, total;0;0.903782228341483;0.903782228341483;p
Pop in households;Age >18, total;0;0.994934302962607;0.994934302962607;p
All Households;Age >18, total;0;0.990350649453148;0.990350649453148;p
Heat fuel - occupied;Age >18, total;0;0.990350649453148;0.990350649453148;p
Age >5, English only;Age >18, total;0;-0.655873766546775;0.655873766546775;n
Native, US born;Age >18, total;0;-0.647681437112511;0.647681437112511;n
Not Hispanic/Latino;Age >18, total;0;-0.562394876130548;0.562394876130548;n
Cost/mo w/ mortgage;Age >18, total;0;0.936220940465103;0.936220940465103;p
Employed people;Age >18, total;0;0.986865435473887;0.986865435473887;p
F age>16;Age >18, total;0;0.998070787003593;0.998070787003593;p
Foreign Born, place of birth;Age >18, total;0;0.639964274799839;0.639964274799839;p
Non-English speaker;Age >18, total;0;0.655873766546777;0.655873766546777;p
Total labor force age 19-64;Age >18, total;0;0.991387664155146;0.991387664155146;p
Workers, age >16;Age >18, total;0;0.988019515957639;0.988019515957639;p
All income;Age >18, total;0;0.990350649453148;0.990350649453148;p
Civilian age 19-64;Age >18, total;0;0.996387285281632;0.996387285281632;p
Civilian age <19;Age >18, total;0;0.955647363921175;0.955647363921175;p
Occupied houses;Age >18, total;0;0.990350649453148;0.990350649453148;p
Value of homes;Age >18, total;0;0.942678720483443;0.942678720483443;p
Mexican;Age >18, total;0;0.521447047933806;0.521447047933806;p
Civilian, all;Age >18, total;0;0.996359693707033;0.996359693707033;p
White, race;Age >18, total;0;-0.539855140053023;0.539855140053023;n
Gross rent;Age >18, total;0;0.877086319764443;0.877086319764443;p
Citizen, age >18;Age >18, total;0;0.992324723722542;0.992324723722542;p
Age <18;Age >18, total;0;0.952136229321744;0.952136229321744;p
Speak Spanish;Age >18, total;0;0.568919295118143;0.568919295118143;p
White;Age >18, total;0;-0.535399767783029;0.535399767783029;n
All race;Age >18, total;0;0.997326950603138;0.997326950603138;p
Age >18, Female;Age >18, Male;0;-0.999999619396645;0.999999619396645;n
Citizen, age >18, Female;Age >18, Male;0;-0.99189736029249;0.99189736029249;n
Citizen, age >18, Male;Age >18, Male;0;0.991896808158435;0.991896808158435;p
Citizen, age >18, Male;Age >18, Female;0;-0.99189502388965;0.99189502388965;n
Citizen, age >18, Female;Age >18, Female;0;0.991896083801243;0.991896083801243;p
Heat fuel - occupied;Age >65, total;0;0.939538832974354;0.939538832974354;p
All mortgage status;Age >65, total;0;0.954436086507499;0.954436086507499;p
Pop in households;Age >65, total;0;0.933127331051393;0.933127331051393;p
Grands care for grandkids <18;Age >65, total;0;0.722588402480966;0.722588402480966;p
Civilian population;Age >65, total;0;0.932300529468062;0.932300529468062;p
Occupied houses;Age >65, total;0;0.939538832974354;0.939538832974354;p
All (hispanic/latino test);Age >65, total;0;0.933290804489431;0.933290804489431;p
Total labor force age 19-64;Age >65, total;0;0.899187024073971;0.899187024073971;p
Total employed;Age >65, total;0;0.902251257447846;0.902251257447846;p
Age >=25;Age >65, total;0;0.946064802013479;0.946064802013479;p
Cost/mo w/ mortgage;Age >65, total;0;0.918649437234711;0.918649437234711;p
Foreign Born, place of birth;Age >65, total;0;0.591034503843279;0.591034503843279;p
Civilian age 19-64;Age >65, total;0;0.908045132193657;0.908045132193657;p
Citizen, age >18;Age >65, total;0;0.948053286046304;0.948053286046304;p
C age 6-17;Age >65, total;0;0.882812666472768;0.882812666472768;p
Non family(NF);Age >65, total;0;0.80307533029171;0.80307533029171;p
Civilian, all;Age >65, total;0;0.932300529468062;0.932300529468062;p
Occupants/room;Age >65, total;0;0.939538832974354;0.939538832974354;p
Female >15y;Age >65, total;0;0.943948189662713;0.943948189662713;p
Employed people;Age >65, total;0;0.893170443569991;0.893170443569991;p
All race;Age >65, total;0;0.933290804489431;0.933290804489431;p
All Housing;Age >65, total;0;0.936097876129744;0.936097876129744;p
All rooms;Age >65, total;0;0.936097876129744;0.936097876129744;p
Unemployed;Age >65, total;0;0.78165316037499;0.78165316037499;p
Age >5, English only;Age >65, total;0;-0.585880601631844;0.585880601631844;n
Occupied tenure;Age >65, total;0;0.939538832974354;0.939538832974354;p
SMOC/income w/o morg.;Age >65, total;0;0.972411988776284;0.972411988776284;p
Age >18, total;Age >65, total;0;0.936156796087474;0.936156796087474;p
Not labor force;Age >65, total;0;0.887464705930361;0.887464705930361;p
Total population;Age >65, total;0;0.933290804489431;0.933290804489431;p
Age <18;Age >65, total;0;0.889831504412783;0.889831504412783;p
Native;Age >65, total;0;-0.591034503843257;0.591034503843257;n
All computers/internet;Age >65, total;0;0.939538832974354;0.939538832974354;p
