Name,Label,Short_name1,Short_name2,Short_name3,Concept
DP03_0122PE,Percent Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Married couple families,PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Married couple families,Married couple families,,SELECTED ECONOMIC CHARACTERISTICS
DP03_0123PE,Percent Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Married couple families!!With related children of the householder under 18 years,PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Married couple families!!With related children of the householder under 18 years,Married couple families!!With related children of the householder under 18 years,,SELECTED ECONOMIC CHARACTERISTICS
DP03_0124PE,Percent Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Married couple families!!With related children of the householder under 18 years!!With related children of the householder under 5 years only,PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Married couple families!!With related children of the householder under 18 years!!With related children,Married couple families!!With related children of the householder under 18 years!!With related children,,SELECTED ECONOMIC CHARACTERISTICS
DP03_0125PE,"Percent Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Families with female householder, no husband present","PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Families with female householder, no husband present","Families with female householder, no husband present",,SELECTED ECONOMIC CHARACTERISTICS
DP03_0126PE,"Percent Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Families with female householder, no husband present!!With related children of the householder under 18 years","PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Families with female householder, no husband present!!With related children of the householder under 18","Families with female householder, no husband present!!With related children of the householder under 18",,SELECTED ECONOMIC CHARACTERISTICS
DP03_0127PE,"Percent Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Families with female householder, no husband present!!With related children of the householder under 18 years!!With related children of the householder under 5 years only","PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Families with female householder, no husband present!!With related children of the householder under 18","Families with female householder, no husband present!!With related children of the householder under 18",,SELECTED ECONOMIC CHARACTERISTICS
DP03_0128PE,Percent Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people,PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people,All people,,SELECTED ECONOMIC CHARACTERISTICS
DP03_0129PE,Percent Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!Under 18 years,PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!Under 18 years,All people!!Under 18 years,,SELECTED ECONOMIC CHARACTERISTICS
DP03_0130PE,Percent Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!Under 18 years!!Related children of the householder under 18 years,PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!Under 18 years!!Related children of the householder under 18 years,All people!!Under 18 years!!Related children of the householder under 18 years,,SELECTED ECONOMIC CHARACTERISTICS
DP03_0131PE,Percent Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!Under 18 years!!Related children of the householder under 18 years!!Related children of the householder under 5 years,PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!Under 18 years!!Related children of the householder under 18 years!!Related children of the,All people!!Under 18 years!!Related children of the householder under 18 years!!Related children of the,,SELECTED ECONOMIC CHARACTERISTICS
DP03_0132PE,Percent Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!Under 18 years!!Related children of the householder under 18 years!!Related children of the householder 5 to 17 years,PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!Under 18 years!!Related children of the householder under 18 years!!Related children of the,All people!!Under 18 years!!Related children of the householder under 18 years!!Related children of the,,SELECTED ECONOMIC CHARACTERISTICS
DP03_0133PE,Percent Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!18 years and over,PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!18 years and over,All people!!18 years and over,,SELECTED ECONOMIC CHARACTERISTICS
DP03_0134PE,Percent Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!18 years and over!!18 to 64 years,PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!18 years and over!!18 to 64 years,All people!!18 years and over!!18 to 64 years,,SELECTED ECONOMIC CHARACTERISTICS
DP03_0135PE,Percent Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!18 years and over!!65 years and over,PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!18 years and over!!65 years and over,All people!!18 years and over!!65 years and over,,SELECTED ECONOMIC CHARACTERISTICS
DP03_0136PE,Percent Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!People in families,PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!People in families,People in families,,SELECTED ECONOMIC CHARACTERISTICS
DP03_0137PE,Percent Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Unrelated individuals 15 years and over,PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Unrelated individuals 15 years and over,Unrelated individuals 15 years and over,,SELECTED ECONOMIC CHARACTERISTICS
DP04_0001PE,Percent Estimate!!HOUSING OCCUPANCY!!Total housing units,HOUSING OCCUPANCY!!Total housing units,Total housing units,,SELECTED HOUSING CHARACTERISTICS
DP04_0002PE,Percent Estimate!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units,HOUSING OCCUPANCY!!Total housing units!!Occupied housing units,Total housing units!!Occupied housing units,,SELECTED HOUSING CHARACTERISTICS
DP04_0003PE,Percent Estimate!!HOUSING OCCUPANCY!!Total housing units!!Vacant housing units,HOUSING OCCUPANCY!!Total housing units!!Vacant housing units,Total housing units!!Vacant housing units,,SELECTED HOUSING CHARACTERISTICS
DP04_0004PE,Percent Estimate!!HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate,HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate,Total housing units!!Homeowner vacancy rate,,SELECTED HOUSING CHARACTERISTICS
DP04_0005PE,Percent Estimate!!HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate,HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate,Total housing units!!Rental vacancy rate,,SELECTED HOUSING CHARACTERISTICS
DP04_0006PE,Percent Estimate!!UNITS IN STRUCTURE!!Total housing units,UNITS IN STRUCTURE!!Total housing units,Total housing units,,SELECTED HOUSING CHARACTERISTICS
DP04_0007PE,"Percent Estimate!!UNITS IN STRUCTURE!!Total housing units!!1-unit, detached","UNITS IN STRUCTURE!!Total housing units!!1-unit, detached","Total housing units!!1-unit, detached",,SELECTED HOUSING CHARACTERISTICS
DP04_0008PE,"Percent Estimate!!UNITS IN STRUCTURE!!Total housing units!!1-unit, attached","UNITS IN STRUCTURE!!Total housing units!!1-unit, attached","Total housing units!!1-unit, attached",,SELECTED HOUSING CHARACTERISTICS
DP04_0009PE,Percent Estimate!!UNITS IN STRUCTURE!!Total housing units!!2 units,UNITS IN STRUCTURE!!Total housing units!!2 units,Total housing units!!2 units,,SELECTED HOUSING CHARACTERISTICS
DP04_0010PE,Percent Estimate!!UNITS IN STRUCTURE!!Total housing units!!3 or 4 units,UNITS IN STRUCTURE!!Total housing units!!3 or 4 units,Total housing units!!3 or 4 units,,SELECTED HOUSING CHARACTERISTICS
DP04_0011PE,Percent Estimate!!UNITS IN STRUCTURE!!Total housing units!!5 to 9 units,UNITS IN STRUCTURE!!Total housing units!!5 to 9 units,Total housing units!!5 to 9 units,,SELECTED HOUSING CHARACTERISTICS
DP04_0012PE,Percent Estimate!!UNITS IN STRUCTURE!!Total housing units!!10 to 19 units,UNITS IN STRUCTURE!!Total housing units!!10 to 19 units,Total housing units!!10 to 19 units,,SELECTED HOUSING CHARACTERISTICS
DP04_0013PE,Percent Estimate!!UNITS IN STRUCTURE!!Total housing units!!20 or more units,UNITS IN STRUCTURE!!Total housing units!!20 or more units,Total housing units!!20 or more units,,SELECTED HOUSING CHARACTERISTICS
DP04_0014PE,Percent Estimate!!UNITS IN STRUCTURE!!Total housing units!!Mobile home,UNITS IN STRUCTURE!!Total housing units!!Mobile home,Total housing units!!Mobile home,,SELECTED HOUSING CHARACTERISTICS
DP04_0015PE,"Percent Estimate!!UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc.","UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc.","Total housing units!!Boat, RV, van, etc.",,SELECTED HOUSING CHARACTERISTICS
DP04_0016PE,Percent Estimate!!YEAR STRUCTURE BUILT!!Total housing units,YEAR STRUCTURE BUILT!!Total housing units,Total housing units,,SELECTED HOUSING CHARACTERISTICS
DP04_0017PE,Percent Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2014 or later,YEAR STRUCTURE BUILT!!Total housing units!!Built 2014 or later,Total housing units!!Built 2014 or later,,SELECTED HOUSING CHARACTERISTICS
DP04_0018PE,Percent Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2013,YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2013,Total housing units!!Built 2010 to 2013,,SELECTED HOUSING CHARACTERISTICS
DP04_0019PE,Percent Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009,YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009,Total housing units!!Built 2000 to 2009,,SELECTED HOUSING CHARACTERISTICS
DP04_0020PE,Percent Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999,YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999,Total housing units!!Built 1990 to 1999,,SELECTED HOUSING CHARACTERISTICS
DP04_0021PE,Percent Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989,YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989,Total housing units!!Built 1980 to 1989,,SELECTED HOUSING CHARACTERISTICS
DP04_0022PE,Percent Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979,YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979,Total housing units!!Built 1970 to 1979,,SELECTED HOUSING CHARACTERISTICS
DP04_0023PE,Percent Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969,YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969,Total housing units!!Built 1960 to 1969,,SELECTED HOUSING CHARACTERISTICS
DP04_0024PE,Percent Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959,YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959,Total housing units!!Built 1950 to 1959,,SELECTED HOUSING CHARACTERISTICS
DP04_0025PE,Percent Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949,YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949,Total housing units!!Built 1940 to 1949,,SELECTED HOUSING CHARACTERISTICS
DP04_0026PE,Percent Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier,YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier,Total housing units!!Built 1939 or earlier,,SELECTED HOUSING CHARACTERISTICS
DP04_0027PE,Percent Estimate!!ROOMS!!Total housing units,ROOMS!!Total housing units,Total housing units,,SELECTED HOUSING CHARACTERISTICS
DP04_0028PE,Percent Estimate!!ROOMS!!Total housing units!!1 room,ROOMS!!Total housing units!!1 room,Total housing units!!1 room,,SELECTED HOUSING CHARACTERISTICS
DP04_0029PE,Percent Estimate!!ROOMS!!Total housing units!!2 rooms,ROOMS!!Total housing units!!2 rooms,Total housing units!!2 rooms,,SELECTED HOUSING CHARACTERISTICS
DP04_0030PE,Percent Estimate!!ROOMS!!Total housing units!!3 rooms,ROOMS!!Total housing units!!3 rooms,Total housing units!!3 rooms,,SELECTED HOUSING CHARACTERISTICS
DP04_0031PE,Percent Estimate!!ROOMS!!Total housing units!!4 rooms,ROOMS!!Total housing units!!4 rooms,Total housing units!!4 rooms,,SELECTED HOUSING CHARACTERISTICS
DP04_0032PE,Percent Estimate!!ROOMS!!Total housing units!!5 rooms,ROOMS!!Total housing units!!5 rooms,Total housing units!!5 rooms,,SELECTED HOUSING CHARACTERISTICS
DP04_0033PE,Percent Estimate!!ROOMS!!Total housing units!!6 rooms,ROOMS!!Total housing units!!6 rooms,Total housing units!!6 rooms,,SELECTED HOUSING CHARACTERISTICS
DP04_0034PE,Percent Estimate!!ROOMS!!Total housing units!!7 rooms,ROOMS!!Total housing units!!7 rooms,Total housing units!!7 rooms,,SELECTED HOUSING CHARACTERISTICS
DP04_0035PE,Percent Estimate!!ROOMS!!Total housing units!!8 rooms,ROOMS!!Total housing units!!8 rooms,Total housing units!!8 rooms,,SELECTED HOUSING CHARACTERISTICS
DP04_0036PE,Percent Estimate!!ROOMS!!Total housing units!!9 rooms or more,ROOMS!!Total housing units!!9 rooms or more,Total housing units!!9 rooms or more,,SELECTED HOUSING CHARACTERISTICS
DP04_0037PE,Percent Estimate!!ROOMS!!Total housing units!!Median rooms,ROOMS!!Total housing units!!Median rooms,Total housing units!!Median rooms,,SELECTED HOUSING CHARACTERISTICS
DP04_0038PE,Percent Estimate!!BEDROOMS!!Total housing units,BEDROOMS!!Total housing units,Total housing units,,SELECTED HOUSING CHARACTERISTICS
DP04_0039PE,Percent Estimate!!BEDROOMS!!Total housing units!!No bedroom,BEDROOMS!!Total housing units!!No bedroom,Total housing units!!No bedroom,,SELECTED HOUSING CHARACTERISTICS
DP04_0040PE,Percent Estimate!!BEDROOMS!!Total housing units!!1 bedroom,BEDROOMS!!Total housing units!!1 bedroom,Total housing units!!1 bedroom,,SELECTED HOUSING CHARACTERISTICS
DP04_0041PE,Percent Estimate!!BEDROOMS!!Total housing units!!2 bedrooms,BEDROOMS!!Total housing units!!2 bedrooms,Total housing units!!2 bedrooms,,SELECTED HOUSING CHARACTERISTICS
DP04_0042PE,Percent Estimate!!BEDROOMS!!Total housing units!!3 bedrooms,BEDROOMS!!Total housing units!!3 bedrooms,Total housing units!!3 bedrooms,,SELECTED HOUSING CHARACTERISTICS
DP04_0043PE,Percent Estimate!!BEDROOMS!!Total housing units!!4 bedrooms,BEDROOMS!!Total housing units!!4 bedrooms,Total housing units!!4 bedrooms,,SELECTED HOUSING CHARACTERISTICS
DP04_0044PE,Percent Estimate!!BEDROOMS!!Total housing units!!5 or more bedrooms,BEDROOMS!!Total housing units!!5 or more bedrooms,Total housing units!!5 or more bedrooms,,SELECTED HOUSING CHARACTERISTICS
DP04_0045PE,Percent Estimate!!HOUSING TENURE!!Occupied housing units,HOUSING TENURE!!Occupied housing units,Occupied housing units,,SELECTED HOUSING CHARACTERISTICS
DP04_0046PE,Percent Estimate!!HOUSING TENURE!!Occupied housing units!!Owner-occupied,HOUSING TENURE!!Occupied housing units!!Owner-occupied,Occupied housing units!!Owner-occupied,,SELECTED HOUSING CHARACTERISTICS
DP04_0047PE,Percent Estimate!!HOUSING TENURE!!Occupied housing units!!Renter-occupied,HOUSING TENURE!!Occupied housing units!!Renter-occupied,Occupied housing units!!Renter-occupied,,SELECTED HOUSING CHARACTERISTICS
DP04_0048PE,Percent Estimate!!HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit,HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit,Occupied housing units!!Average household size of owner-occupied unit,,SELECTED HOUSING CHARACTERISTICS
DP04_0049PE,Percent Estimate!!HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit,HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit,Occupied housing units!!Average household size of renter-occupied unit,,SELECTED HOUSING CHARACTERISTICS
DP04_0050PE,Percent Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units,YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units,Occupied housing units,,SELECTED HOUSING CHARACTERISTICS
DP04_0051PE,Percent Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2017 or later,YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2017 or later,Occupied housing units!!Moved in 2017 or later,,SELECTED HOUSING CHARACTERISTICS
DP04_0052PE,Percent Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2015 to 2016,YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2015 to 2016,Occupied housing units!!Moved in 2015 to 2016,,SELECTED HOUSING CHARACTERISTICS
DP04_0053PE,Percent Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2014,YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2014,Occupied housing units!!Moved in 2010 to 2014,,SELECTED HOUSING CHARACTERISTICS
DP04_0054PE,Percent Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009,YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009,Occupied housing units!!Moved in 2000 to 2009,,SELECTED HOUSING CHARACTERISTICS
DP04_0055PE,Percent Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999,YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999,Occupied housing units!!Moved in 1990 to 1999,,SELECTED HOUSING CHARACTERISTICS
DP04_0056PE,Percent Estimate!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1989 and earlier,YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1989 and earlier,Occupied housing units!!Moved in 1989 and earlier,,SELECTED HOUSING CHARACTERISTICS
DP04_0057PE,Percent Estimate!!VEHICLES AVAILABLE!!Occupied housing units,VEHICLES AVAILABLE!!Occupied housing units,Occupied housing units,,SELECTED HOUSING CHARACTERISTICS
DP04_0058PE,Percent Estimate!!VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available,VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available,Occupied housing units!!No vehicles available,,SELECTED HOUSING CHARACTERISTICS
DP04_0059PE,Percent Estimate!!VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available,VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available,Occupied housing units!!1 vehicle available,,SELECTED HOUSING CHARACTERISTICS
DP04_0060PE,Percent Estimate!!VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available,VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available,Occupied housing units!!2 vehicles available,,SELECTED HOUSING CHARACTERISTICS
DP04_0061PE,Percent Estimate!!VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available,VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available,Occupied housing units!!3 or more vehicles available,,SELECTED HOUSING CHARACTERISTICS
DP04_0062PE,Percent Estimate!!HOUSE HEATING FUEL!!Occupied housing units,HOUSE HEATING FUEL!!Occupied housing units,Occupied housing units,,SELECTED HOUSING CHARACTERISTICS
DP04_0063PE,Percent Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Utility gas,HOUSE HEATING FUEL!!Occupied housing units!!Utility gas,Occupied housing units!!Utility gas,,SELECTED HOUSING CHARACTERISTICS
DP04_0064PE,"Percent Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas","HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas","Occupied housing units!!Bottled, tank, or LP gas",,SELECTED HOUSING CHARACTERISTICS
DP04_0065PE,Percent Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Electricity,HOUSE HEATING FUEL!!Occupied housing units!!Electricity,Occupied housing units!!Electricity,,SELECTED HOUSING CHARACTERISTICS
DP04_0066PE,"Percent Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc.","HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc.","Occupied housing units!!Fuel oil, kerosene, etc.",,SELECTED HOUSING CHARACTERISTICS
DP04_0067PE,Percent Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke,HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke,Occupied housing units!!Coal or coke,,SELECTED HOUSING CHARACTERISTICS
DP04_0068PE,Percent Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Wood,HOUSE HEATING FUEL!!Occupied housing units!!Wood,Occupied housing units!!Wood,,SELECTED HOUSING CHARACTERISTICS
DP04_0069PE,Percent Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Solar energy,HOUSE HEATING FUEL!!Occupied housing units!!Solar energy,Occupied housing units!!Solar energy,,SELECTED HOUSING CHARACTERISTICS
DP04_0070PE,Percent Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!Other fuel,HOUSE HEATING FUEL!!Occupied housing units!!Other fuel,Occupied housing units!!Other fuel,,SELECTED HOUSING CHARACTERISTICS
DP04_0071PE,Percent Estimate!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used,HOUSE HEATING FUEL!!Occupied housing units!!No fuel used,Occupied housing units!!No fuel used,,SELECTED HOUSING CHARACTERISTICS
DP04_0072PE,Percent Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units,SELECTED CHARACTERISTICS!!Occupied housing units,Occupied housing units,,SELECTED HOUSING CHARACTERISTICS
DP04_0073PE,Percent Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities,SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities,Occupied housing units!!Lacking complete plumbing facilities,,SELECTED HOUSING CHARACTERISTICS
DP04_0074PE,Percent Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities,SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities,Occupied housing units!!Lacking complete kitchen facilities,,SELECTED HOUSING CHARACTERISTICS
DP04_0075PE,Percent Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available,SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available,Occupied housing units!!No telephone service available,,SELECTED HOUSING CHARACTERISTICS
DP04_0076PE,Percent Estimate!!OCCUPANTS PER ROOM!!Occupied housing units,OCCUPANTS PER ROOM!!Occupied housing units,Occupied housing units,,SELECTED HOUSING CHARACTERISTICS
DP04_0077PE,Percent Estimate!!OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less,OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less,Occupied housing units!!1.00 or less,,SELECTED HOUSING CHARACTERISTICS
DP04_0078PE,Percent Estimate!!OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50,OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50,Occupied housing units!!1.01 to 1.50,,SELECTED HOUSING CHARACTERISTICS
DP04_0079PE,Percent Estimate!!OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more,OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more,Occupied housing units!!1.51 or more,,SELECTED HOUSING CHARACTERISTICS
DP04_0080PE,Percent Estimate!!VALUE!!Owner-occupied units,VALUE!!Owner-occupied units,Owner-occupied units,,SELECTED HOUSING CHARACTERISTICS
DP04_0081PE,"Percent Estimate!!VALUE!!Owner-occupied units!!Less than $50,000","VALUE!!Owner-occupied units!!Less than $50,000","Owner-occupied units!!Less than $50,000",,SELECTED HOUSING CHARACTERISTICS
DP04_0082PE,"Percent Estimate!!VALUE!!Owner-occupied units!!$50,000 to $99,999","VALUE!!Owner-occupied units!!$50,000 to $99,999","Owner-occupied units!!$50,000 to $99,999",,SELECTED HOUSING CHARACTERISTICS
DP04_0083PE,"Percent Estimate!!VALUE!!Owner-occupied units!!$100,000 to $149,999","VALUE!!Owner-occupied units!!$100,000 to $149,999","Owner-occupied units!!$100,000 to $149,999",,SELECTED HOUSING CHARACTERISTICS
DP04_0084PE,"Percent Estimate!!VALUE!!Owner-occupied units!!$150,000 to $199,999","VALUE!!Owner-occupied units!!$150,000 to $199,999","Owner-occupied units!!$150,000 to $199,999",,SELECTED HOUSING CHARACTERISTICS
DP04_0085PE,"Percent Estimate!!VALUE!!Owner-occupied units!!$200,000 to $299,999","VALUE!!Owner-occupied units!!$200,000 to $299,999","Owner-occupied units!!$200,000 to $299,999",,SELECTED HOUSING CHARACTERISTICS
DP04_0086PE,"Percent Estimate!!VALUE!!Owner-occupied units!!$300,000 to $499,999","VALUE!!Owner-occupied units!!$300,000 to $499,999","Owner-occupied units!!$300,000 to $499,999",,SELECTED HOUSING CHARACTERISTICS
DP04_0087PE,"Percent Estimate!!VALUE!!Owner-occupied units!!$500,000 to $999,999","VALUE!!Owner-occupied units!!$500,000 to $999,999","Owner-occupied units!!$500,000 to $999,999",,SELECTED HOUSING CHARACTERISTICS
DP04_0088PE,"Percent Estimate!!VALUE!!Owner-occupied units!!$1,000,000 or more","VALUE!!Owner-occupied units!!$1,000,000 or more","Owner-occupied units!!$1,000,000 or more",,SELECTED HOUSING CHARACTERISTICS
DP04_0089PE,Percent Estimate!!VALUE!!Owner-occupied units!!Median (dollars),VALUE!!Owner-occupied units!!Median (dollars),Owner-occupied units!!Median (dollars),,SELECTED HOUSING CHARACTERISTICS
